Language name,Glottocode,ISO code,Latitude,Longitude,Numeral system,Numeral subsystem,Notes,Formation of 5,Formation of 10,Formation of 15,Formation of 20,Formation of 40,Evidence of binary counting?,Evidence of ternary counting?,Evidence of quaternary counting?,Evidence of quinary counting?,Evidence of senary counting?,Evidence of decimal counting?,Evidence of vigesimal counting?,Evidence of a body-part tallying system?,Documentation of a hand word used somewhere? (Papuan languages only),Family,"Ancient, creolized, simplified, standardized, or diasporic variety of another language?",Family-majority system,Family type,On the New Guinea mainland?,Nation,Subregion,Datasets,Number of sources,Dialects included
Anam,anam1247,pda,-4.68869,145.051,unknown,unknown,no data past 2,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific,1,_
Anamuxra,anam1248,imi,-4.63762,144.991,binary,binary proper,"3 = 2 + x, 4 = 2 + 2; 5 = hand; quinary starting at 5",hand,hand hand,hand hand leg,hand hand leg leg,unknown,yes,no,no,yes,no,no,insufficient data,_,yes,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific (2x),2,_
Andai,anda1283,afd,-4.96449,143.637,unknown,unknown,body tally? (5 = thumb?; 10 = shoulder?),thumb (?),shoulder (?),unknown,unknown,unknown,no,no,no,insufficient data,no,insufficient data,insufficient data,yes,_,Arafundi,_,binary,Papuan,yes,Papua New Guinea,East Sepik,barlowpacific (2x),2,_
Andarum,anda1284,aod,-4.48734,144.767,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1",2 + 2 + 1,unknown,unknown,unknown,unknown,yes,no,no,no,insufficient data,insufficient data,insufficient data,_,_,Ramu,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific,1,_
Andio,andi1257,bzb,-0.88368,123.174,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Central Sulawesi,"abvd, numerals",2,_
Andra-Hus,andr1248,anx,-2.05894,147.085,decimal,decimal modified,"subtraction for 7, 8, 9; 11 to 19 = 10 + n",5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,Manus,"abvd (2x), barlowpacific (2x), numerals (2x)",6,_
Aneityum,anei1239,aty,-20.1864,169.825,quinary,quinary,"6 = x + [1], 7 to 9 = x + n",5,5 + 5,borrowed from English,hand 2 foot 2 (?),borrowed from English,no,no,no,yes,no,no,insufficient data,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Santo,"abvd (2x), numerals",3,_
Anem,anem1249,anz,-5.54836,148.993,decimal,decimal proper,11 to 19 = 10 + n,5 (?),10 (?),10 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,Anem,_,decimal,Papuan,no,Papua New Guinea,West New Britain,"barlowpacific (2x), numerals",3,_
Aneme Wake,anem1248,aby,-9.75911,148.479,binary,binary+3,4 = 2 + 2,5 ⋅ 1 (?),unknown,unknown,unknown,unknown,yes,no,no,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Yareban,_,binary,Papuan,yes,Papua New Guinea,Central (PNG),barlowpacific,1,_
Angaataha,anga1290,agm,-7.15012,146.352,binary,binary proper,3 = x + y; 4 = x + x; 5 = hand one; quinary starting at 5,hand 1 or hand x,hand finished (?) or hand 2 finished (?),hand 2 foot or hand finished hand x (?),hand 2 foot 2 (?) or hand 2 finished (?),unknown,yes,no,no,yes,no,no,insufficient data,_,yes,Angan,_,binary,Papuan,yes,Papua New Guinea,Morobe,"barlowpacific, numerals",2,_
Angal,anga1293,age,-6.0127,143.592,quaternary,quaternary,"8 = [4] ⋅ 2; simplex 5, 6, 7",5 (?),x + 2,12 + 3,4 ⋅ 5 (?) or 20 ⋅ 1 (?),40 or 20 ⋅ 2,no,no,yes,no,no,no,yes,_,_,Enga-Kewa-Huli,_,_,Papuan,yes,Papua New Guinea,Southern Highlands,"barlowpacific, numerals",2,_
Angal Enen,anga1294,aoe,-6.23296,143.583,unknown,unknown,body tally (5 = thumb),thumb,elbow (?),neck,20 (?),unknown,no,no,no,no,no,no,maybe,yes,_,Enga-Kewa-Huli,_,_,Papuan,yes,Papua New Guinea,Southern Highlands,barlowpacific,1,_
Angal Heneng,anga1292,akh,-6.13347,143.478,quaternary,quaternary,"8 < [2] ⋅ 4 ?; 9 to 11 = 8 + n; 12 = [4] ⋅ 3; simplex 5, 6, 7",5 (?),x + 2,12 + 3,unknown,unknown,no,no,yes,no,no,no,insufficient data,_,_,Enga-Kewa-Huli,_,_,Papuan,yes,Papua New Guinea,Southern Highlands,barlowpacific,1,_
Angguruk Yali,angg1239,yli,-4.0836,139.457,unknown,unknown,body tally (5 = thumb),thumb,shoulder,unknown,unknown,unknown,no,no,no,no,no,no,insufficient data,yes,_,Dani,_,binary,Papuan,yes,Indonesia,Papua Province,barlowpacific,1,_
Angor,ango1254,agg,-3.7167,141.199,binary,binary+3,4 = 2 + 2; body tally after 4 (5 = thumb),thumb,shoulder or breast,index finger (?),index finger (?),unknown,yes,no,no,no,no,no,insufficient data,yes,_,Senagi,_,binary,Papuan,yes,Papua New Guinea,Sandaun,"barlowpacific (4x), numerals",5,_
Angoram,ango1255,aog,-4.07758,144.028,quinary,quinary,6 = 5 + 1; 7 = 5 + 2; 10 = 5 ⋅ [2],5 (?),5 ⋅ 2 (?) or 10 (?),unknown,20 ⋅ 1 (?),unknown,no,no,no,yes,no,yes,maybe,_,_,Lower Sepik,_,quinary,Papuan,yes,Papua New Guinea,East Sepik,barlowpacific (2x),2,_
Anjam,anja1238,boj,-5.45899,145.717,quinary,quinary,5 contains hand; 6 to 9 = 5 + n,hand 1 or hand x,hand 2,unknown,leg 2,unknown,no,no,no,yes,no,no,insufficient data,_,yes,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific (3x),3,_
Ankave,anka1246,aak,-7.19444,145.754,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1 (but some people say 5 = one hand) ",2 + 2 + 1 or hand 1,hand 2,hand 2 being leg 1,hand 2 leg 2,unknown,yes,no,no,maybe,no,no,insufficient data,_,yes,Angan,_,binary,Papuan,yes,Papua New Guinea,Gulf,"barlowpacific, numerals",2,_
Anor,anor1241,anj,-4.98449,144.801,unknown,unknown,no data past 5,5 (?),unknown,unknown,unknown,unknown,no,no,no,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Ramu,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific (2x),2,_
Ansus,ansu1237,and,-1.7543,135.866,quinary,quinary,"simplex 6, 7; 8 = x + 3; 9 = x + 4",5,10,10 + 5,person 1,person 2,no,no,no,yes,no,maybe,yes,_,_,South Halmahera-West New Guinea,_,decimal,Austronesian,no,Indonesia,Papua Province,"abvd, barlowpacific, numerals (2x)",4,_
Anta-Komnzo-Wára-Wérè-Kémä,wara1294,tci,-8.64917,141.52,senary,senary,"simplex 1 to 6, 36; 72 = 2 ⋅ 36 (ritualized senary system); also restricted (quinary?) system (6 = 5 + x)",5,unknown,unknown,unknown,unknown,no,no,no,yes,yes,insufficient data,insufficient data,_,_,Yam,_,binary,Papuan,yes,Papua New Guinea,Western (PNG),"barlowpacific (2x), numerals",3,_
Antankarana Malagasy,anta1255,xmv,-13.2164,49.2402,decimal,decimal proper,11 = 10 + 1; 12 = 2 + 10,5,10,unknown,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Madagascar,Madagascar,barlowpacific (2x),2,_
Anuki,anuk1239,aui,-9.6692,149.822,binary,binary+3,4 = 2 + 2; 5 contains hand,hand finished,hand 2 or hand 2 2 [sic],unknown,man 1,unknown,yes,no,no,maybe,no,insufficient data,maybe,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Milne Bay,"abvd, barlowpacific, numerals",3,_
Anus,anus1237,auq,-2.26271,139.502,quinary,quinary,6 to 9 = 5 + n ,5,1 ⋅ 10 or 5 + 5 (different forms),unknown,man 1 (?),unknown,no,no,no,yes,no,maybe,maybe,_,_,Oceanic,_,quinary,Austronesian,yes,Indonesia,Papua Province,"barlowpacific, numerals",2,_
Anuta,anut1237,aud,-11.61,169.85,decimal,decimal proper,11 to 19 = 10 + n,5,10 or 10 10 [sic] (?),10 10 + 5 [sic],10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Solomon Islands,Temotu,"abvd, numerals",2,_
Aoheng-Seputan,aohe1237,pni,0.87404,114.127,decimal,decimal modified,subtraction for 9 ?; 11 to 19 = n + x,5,10,5 + 10,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,East Kalimantan,"barlowpacific (2x), numerals",3,_
Aore,aore1237,aor,-15.5753,167.166,decimal,decimal proper,1 through 10 < PAN; numerals above 10 unknown,5,1 ⋅ 10,unknown,unknown,unknown,no,no,no,no,no,yes,insufficient data,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Santo,abvd,1,_
Ap Ma,apma1241,kbx,-4.35147,144.085,quinary,quinary,6 to 9 = 5 + n; 10 = 5 + 5 or 5 ⋅ 2,5 ⋅ 1,5 ⋅ 1 + 5 ⋅ 1 or 5 ⋅ 2 or 10 or 10 ⋅ 1,unknown,10 ⋅ 2,unknown,no,no,no,yes,no,yes,insufficient data,_,_,Keram,_,quinary,Papuan,yes,Papua New Guinea,East Sepik,barlowpacific (4x),4,_
Apali,apal1256,ena,-5.1727,145.023,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; quinary starting at 5",hand side finished (?),hand side side finished (?),hand side side finished foot side finished (?),hand side side finished foot side finished (?),unknown,yes,no,no,yes,no,no,insufficient data,_,yes,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,"barlowpacific, numerals",2,_
Apalik,apal1255,apo,-6.29002,149.96,quinary,quinary,6 to 9 = x + n,5,10,10 + 5,20 (?),unknown,no,no,no,yes,no,maybe,maybe,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,West New Britain,"barlowpacific, numerals",2,_
Apma,apma1240,app,-15.8559,168.189,quinary,quinary,"6 to 9 = x + n; also set of “spirit being numerals”, with perhaps simplex numbers 1 through 9 (i.e., decimal)",5,1 ⋅ 10,1 ⋅ 10 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Pentecost,"abvd (3x), barlowpacific, numerals",5,_
Aputai,aput1237,apx,-7.84732,126.496,decimal,decimal proper,20 = [10] ⋅ 2,5,1 ⋅ 10 (innovative?),unknown,10 ⋅ 2 (innovative?),unknown,no,no,no,no,no,yes,insufficient data,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,"abvd, lexirumah, numerals",3,ilpu1239
Araki,arak1252,akr,-15.632997,166.952542,decimal,decimal proper,special morpheme present only in 6 through 9; 11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Santo,"abvd (2x), numerals",3,_
Aralle-Tabulahan,aral1243,atq,-2.78397,119.319,decimal,decimal modified,"subtraction for 8, 9; 11 to 19 = 10 + n",5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10,4 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,West Sulawesi,"barlowpacific (2x), numerals",3,_
Arammba,aram1253,stk,-8.29593,141.445,senary,senary,"36 = 6 ⋅ 6; also binary? (3 = 3, or 3 = 2 + 1; 5 = 5, or 5 = 2 + 2 + x)",2 + 2 + 1 or 5,unknown,unknown,unknown,unknown,yes,no,no,no,yes,insufficient data,insufficient data,_,_,Yam,_,binary,Papuan,yes,Papua New Guinea,Western (PNG),"barlowpacific (2x), numerals",3,_
Arawum,araw1272,awm,-5.52787,145.903,unknown,unknown,no data past 2,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Madang,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific,1,_
Are,aree1239,mwc,-9.67147,149.999,quinary,quinary,5 contains hand; 6 to 9 = 5 + n,hand 1 (?),hand 2,unknown,man 1,man 2,no,no,no,yes,no,no,yes,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Milne Bay,barlowpacific (2x),2,_
Arguni,argu1237,agf,-2.645798,132.5556,decimal,decimal proper,special morpheme present only in 7 through 9; 11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,20 ⋅ 1 (innovative?),20 ⋅ 2,no,no,no,no,no,yes,yes,_,_,South Halmahera-West New Guinea,_,decimal,Austronesian,no,Indonesia,West Papua Province,"abvd, barlowpacific, lexirumah, numerals",4,_
Arhâ,arha1237,aqr,-21.2866,165.273,quinary,quinary,6 to 9 = 5 + n,5,2 x (?),unknown,unknown,unknown,no,no,no,yes,no,no,insufficient data,_,_,Oceanic,_,quinary,Austronesian,no,New Caledonia,New Caledonia,abvd,1,_
Arhö,arho1237,aok,-21.3183,165.161,quinary,quinary,6 to 9 = 5 + n,5,2 x (?) ; 10 (innovative?),unknown,1 person,unknown,no,no,no,yes,no,maybe,maybe,_,_,Oceanic,_,quinary,Austronesian,no,New Caledonia,New Caledonia,abvd,1,_
Ari,arii1243,aac,-7.95526,142.4,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; 5 contains hand",hand x (?),1 x (?),unknown,unknown,unknown,yes,no,no,insufficient data,no,maybe,insufficient data,_,yes,Suki-Gogodala,_,binary,Papuan,yes,Papua New Guinea,Western (PNG),barlowpacific,1,_
Aribwatsa,arib1241,laz,-6.72266,146.991,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; 5 contains hand; quinary starting at 5",hand half,hand 2,hand 2 foot 1,hand 2 foot 2 or whole man,unknown,yes,no,no,yes,no,no,maybe,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Morobe,numerals,1,_
Aribwaung,arib1240,ylu,-6.65252,146.919,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; 5 contains hand; quinary starting at 5",hand half,hand 2,hand 2 foot 1,hand 2 foot 2 or whole man,unknown,yes,no,no,yes,no,no,maybe,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Morobe,"barlowpacific, numerals",2,_
Arifama-Miniafia,arif1239,aai,-9.15565,149.246,quinary,quinary,5 = hand side; 6 to 9 = 5 + n,hand side,hand side side,unknown,man 1,man 2,no,no,no,yes,no,no,yes,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Oro,"barlowpacific, numerals",2,_
Aro,torr1259,tei,-3.45292,142.622,binary,binary+3,4 = 2 + 2; 5 contains hand; quinary starting at 5,hand side,hand side side,hand side side foot side,hand side side foot side side,unknown,yes,no,no,yes,no,no,insufficient data,_,yes,Nuclear Torricelli,_,binary,Papuan,yes,Papua New Guinea,Sandaun,"barlowpacific, numerals",2,_
Arop-Lokep,arop1243,apr,-5.31671,147.103,quinary,quinary,6 to 9 = 5 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,1 ⋅ 10 ⋅ 2 or man,1 ⋅ 10 ⋅ 4 or man 2,no,no,no,yes,no,yes,yes,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,Madang,"barlowpacific (4x), numerals",5,_
Arop-Sissano,arop1242,aps,-3.06984,142.12,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1; or preserves Austronesian 1 through 4 ?",2 + 2 + 1,2 + 2 + 2 + 2 + 2,unknown,unknown,unknown,yes,no,no,no,no,no,insufficient data,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Sandaun,"abvd, barlowpacific, numerals",3,_
Arosi,aros1241,aia,-10.2441,161.432,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 1 ⋅ 10 + 5,2 ⋅ 1 ⋅ 10,4 ⋅ 1 ⋅ 10,no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Solomon Islands,Makira,"abvd (3x), numerals (2x)",5,_
Arta,arta1239,atz,16.4185,121.656,decimal,decimal proper,11 to 19 = 10 + n (also ‘half’ for 5 ?),5 or half,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10 or 2 ⋅ 1 ⋅ 10,4 ⋅ 10 or 4 ⋅ 1 ⋅ 10,no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Cagayan Valley,"abvd, numerals",2,_
Aruamu,arua1260,msy,-4.28957,144.842,binary,binary proper,"3 = 2 + x, 4 = 2 + 2, 5 = 2 + 2 + x; or 5 = hand one",2 + 2 + x or hand 1,hand 2,hand 2 hand 1,hand 2 hand 1 1 [sic],unknown,yes,no,no,yes,no,no,insufficient data,_,yes,Ramu,_,binary,Papuan,yes,Papua New Guinea,Madang,"barlowpacific (4x), numerals",5,_
Aruek,arue1240,aur,-3.37841,142.715,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; 6 contains hand?",unknown,unknown,unknown,unknown,unknown,yes,no,no,insufficient data,insufficient data,insufficient data,insufficient data,_,yes,Nuclear Torricelli,_,binary,Papuan,yes,Papua New Guinea,Sandaun,barlowpacific,1,_
As,asss1237,asz,-0.75267,131.728,decimal,decimal proper,11 to 19 = 10 + n,5,10,10 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,South Halmahera-West New Guinea,_,decimal,Austronesian,yes,Indonesia,West Papua Province,"abvd, numerals (2x)",3,_
Asabano,suar1238,seo,-4.95072,141.978,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Asabano,_,_,Papuan,yes,Papua New Guinea,Sandaun,_,0,_
Asaro'o,asar1240,mtv,-5.68263,146.508,binary,binary+3,4 looks like it is from < x + x; 5 = x + x + y,x + x + y,x + x + y + x + x + y,unknown,unknown,unknown,yes,no,no,insufficient data,no,insufficient data,insufficient data,_,_,Finisterre-Huon,_,binary,Papuan,yes,Papua New Guinea,Madang,"barlowpacific, numerals",2,_
Asilulu,asil1242,asl,-3.67302,127.952,decimal,decimal proper,11 = 10 + 1; 12 = 10 + 2,5,10 ⋅ 1 or 10 (innovative?),unknown,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,Central Malayo-Polynesian,_,decimal,Austronesian,no,Indonesia,Maluku,"abvd, barlowpacific (2x), numerals",4,_
Askopan,asko1238,eiv,-6.22539,155.307,unknown,unknown,5 = hand?; no data between 6 and 10,hand (?) ; 5 (?),5 x (?) ; hand x (?) ; 10 (?),unknown,10 ⋅ 2 (?),unknown,no,no,no,maybe,no,yes,insufficient data,_,yes,North Bougainville,_,quinary,Papuan,no,Papua New Guinea,Bougainville,barlowpacific (2x),2,_
Asue Awyu,asue1235,psa,-5.98341,139.123,binary,binary+4,3 = 2 + x; 5 contains hand; quinary starting at 5,hand x (?),hand hand x (?),unknown,hand hand x foot foot x (?),unknown,yes,no,no,yes,no,insufficient data,insufficient data,_,yes,Asmat-Awyu-Ok,_,binary,Papuan,yes,Indonesia,Papua Province,"barlowpacific (2x), numerals",3,_
Asumboa,asum1237,aua,-11.2969,166.499,decimal,decimal proper,11 to 19 = x + n,5 (innovative?),10 (innovative?),x + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Solomon Islands,Temotu,"abvd, numerals",2,_
Ata,ataa1240,atm,9.715,122.9,unknown,unknown,no data,unknown,unknown,unknown,unknown,unknown,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Central Visayas,_,0,_
Ata Manobo,atam1240,atd,7.7789,125.499,decimal,decimal proper,11 to 19 = 10 + n,5,1 ⋅ 10,1 ⋅ 10 + 5,2 ⋅ 10 or 10 ⋅ 2 (innovative?),4 ⋅ 10 or 10 ⋅ 4 (innovative?),no,no,no,no,no,yes,no,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Davao,"abvd (2x), numerals",3,_
Atayal,atay1247,tay,24.5209,121.388,decimal,decimal modified,"multiplication for 6 (2 ⋅ 3), multiplication for 8 (2 ⋅ 4); 11 to 19 = 10 + n",5,10 ⋅ 1 (innovative?),10 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,no,no,yes,no,_,_,Formosan,_,decimal,Austronesian,no,Taiwan,Taiwan,"abvd (5x), numerals (2x)",7,_
Ati,atii1237,atk,11.1539,122.512,decimal,decimal proper,"10, 100, 1000 distinct",5,10,unknown,borrowed from Spanish,unknown,no,no,no,no,no,yes,insufficient data,_,_,Western Malayo-Polynesian,_,decimal,Austronesian,no,Philippines,Western Visayas,abvd (5x),5,_
Atohwaim,atoh1238,aqm,-6.27123,138.666,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; 5 contains hand in one dialect",hand 1 (?),hand 2 (?),unknown,hand foot 2 (?),unknown,yes,no,no,yes,no,insufficient data,insufficient data,_,yes,Kayagaric,_,quinary,Papuan,yes,Indonesia,Papua Province,barlowpacific (3x),3,_
Au,auuu1241,avt,-3.53277,142.105,quinary,quinary,binary element in some dialects? (4 = 2 + 2); 5 contains hand; 6 to 9 = 5 + n,hand side or 5 (?),5 + 5 or 10 (?),hand both hand side (?),10 + 10 (?) or hand both hand both,unknown,maybe,no,no,yes,no,maybe,insufficient data,_,yes,Nuclear Torricelli,_,binary,Papuan,yes,Papua New Guinea,Sandaun,"barlowpacific (2x), numerals",3,_
Aulua,aulu1238,aul,-16.3579,167.697,quinary,quinary,6 to 9 = x + n,5,1 ⋅ 10,1 ⋅ 10 + 5,10 ⋅ 2 or man 1,10 ⋅ 4,no,no,no,yes,no,yes,maybe,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Malakula,"abvd (6x), numerals",7,_
Austral,aust1304,aut,-23.3843,-149.462,decimal,decimal proper,11 to 19 = 10 + n,5 (innovative?),1 ⋅ 10,1 ⋅ 10 10 + 5 [sic] (?) ,20 (innovative?) or 1 ⋅ 20 (innovative?),2 ⋅ 20 (innovative?),no,no,no,no,no,yes,yes,_,_,Oceanic,_,quinary,Austronesian,no,French Polynesia,Austral Islands,"abvd (2x), numerals",3,"raiv1237, ruru1237"
Auwe,auwe1239,smf,-3.33662,141.254,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1",2 + 2 + 1,unknown,unknown,unknown,unknown,yes,no,no,no,insufficient data,insufficient data,insufficient data,_,_,Border,_,binary,Papuan,yes,Papua New Guinea,Sandaun,barlowpacific,1,_
Auwon,awun1245,aww,-3.79671,141.999,binary,binary+4,3 = 2 + 1; 4 subtractive from hand?,hand (?),hand 2,unknown,hand 2 x (?),unknown,yes,no,no,yes,no,insufficient data,insufficient data,_,yes,Sepik,_,binary,Papuan,yes,Papua New Guinea,Sandaun,barlowpacific,1,_
Auye,auye1238,auu,-3.43705,136.096,decimal,decimal proper,"7, 9, and maybe others < Austronesian?; 11 to 19 = 10 + n",5 (?),10 (?),10 + 5,person x,person 2,no,no,no,no,no,yes,yes,_,_,Paniai Lakes,_,decimal,Papuan,yes,Indonesia,Papua Province,numerals,1,_
Avau,avau1237,avb,-6.24342,150.427,quinary,quinary,6 to 9 = n + x,5,10 (innovative?),10 + 5,10 ⋅ 2 or 10 x x,10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Papua New Guinea,West New Britain,"abvd, barlowpacific, numerals (2x)",4,_
Avava,katb1237,tmb,-16.2701,167.484,quinary,quinary,6 to 9 = x + n,5,10 (innovative?),10 + 5,10 ⋅ 2,10 ⋅ 4,no,no,no,yes,no,yes,no,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Malakula,"abvd (7x), numerals",8,_
Avok,avok1244,_,-16.536653,167.773866,quinary,quinary,6 to 9 = x + n,5,1 ⋅ 10,unknown,1 ⋅ 10 ⋅ 2,unknown,no,no,no,yes,no,yes,insufficient data,_,_,Oceanic,_,quinary,Austronesian,no,Vanuatu,Malakula,abvd (6x),6,_
Awa (Papua New Guinea),awap1236,awb,-6.65534,145.714,binary,binary+3,4 = 2 + 2; 5 contains hand?; quinary starting at 5,at the side (?) ; hand (?),his hand (?),side foot,x his hand (?),unknown,yes,no,no,yes,no,no,insufficient data,_,yes,Kainantu-Goroka,_,binary,Papuan,yes,Papua New Guinea,Eastern Highlands,"barlowpacific (2x), numerals",3,_
Awad Bing,awad1244,bcu,-5.59896,146.355,quinary,quinary,5 = hand one; 6 to 9 = 5 + n,hand 1,hand 2,hand 2 foot 1,hand 2 foot 2,borrowed from English,no,no,no,yes,no,no,insufficient data,_,_,Oceanic,_,quinary,Austronesian,yes,Papua New Guinea,Madang,"abvd (2x), barlowpacific, numerals (2x)",5,_
Awar,awar1249,aya,-4.13554,144.836,binary,binary+4,3 = 2 + 1; 4 < Austronesian?; 5 contains hand?,hand side (?) ; hand right (?),hand [dual],unknown,hand [dual] foot [dual] or man good 1,man good 2,yes,no,no,yes,no,no,yes,_,yes,Ramu,_,binary,Papuan,yes,Papua New Guinea,Madang,barlowpacific (2x),2,_
Awara,awar1248,awx,-6.16986,146.372,binary,binary proper,"3 = 2 + 1, 4 = 2 + 2; English starting at 4 or 5",borrowed from English,borrowed from English,borrowed from English,borrowed from English,borrowed from English,yes,no,no,insufficient data,no,insufficient data,insufficient data,_,_,Finisterre-Huon,_,binary,Papuan,yes,Papua New Guinea,Morobe,numerals,1,_
Awbono,awbo1238,awh,-5.05875,139.724,unknown,unknown,body tally? (8 = elbow?),fingernail (?),body part?,unknown,unknown,unknown,no,no,no,no,no,insufficient data,insufficient data,yes,_,Bayono-Awbono,_,_,Papuan,yes,Indonesia,Papua Province,barlowpacific (3x),3,_
Awera,awer1241,awr,-2.71886,136.063,unknown,unknown,no data past 10; 7 to 9 look derived from quinary (possible Austronesian influence in forms?),5 (?),10 (?),unknown,unknown,unknown,no,no,no,maybe,no,maybe,insufficient data,_,_,Lakes Plain,_,binary,Papuan,yes,Indonesia,Papua Province,numerals,1,_
Awiakay-Karimba,awia1234,_,-4.67314,143.71036,binary,binary proper,3 = x + 2; 4 = 2 + 2; 5 contains hand,side hand,2 hand,unknown,unknown,unknown,yes,no,no,maybe,no,insufficient data,insufficient data,_,yes,Arafundi,_,binary,Papuan,yes,Papua New Guinea,East Sepik,numerals,1,_
